MODEL_RUN_ID,FEATURE_NAME,POSITIVE_COUNT,TOTAL_ROWS,POSITIVE_RATE_PERCENT
9fcabfc2-faee-4d32-8096-aad08a5c1a8f,lag_cond_west_nile_virus_disease,56,1250233,0.004479165084
9fcabfc2-faee-4d32-8096-aad08a5c1a8f,lag_cond_cryptosporidiosis,40,1250233,0.003199403631
9fcabfc2-faee-4d32-8096-aad08a5c1a8f,lag_cond_diphtheria,24,1250233,0.001919642179
9fcabfc2-faee-4d32-8096-aad08a5c1a8f,lag_cond_parvovirus_infection,24,1250233,0.001919642179
9fcabfc2-faee-4d32-8096-aad08a5c1a8f,lag_cond_listeriosis,15,1250233,0.001199776362
9fcabfc2-faee-4d32-8096-aad08a5c1a8f,lag_cond_tobacco_use,26342,1250233,2.106967261
9fcabfc2-faee-4d32-8096-aad08a5c1a8f,lag_cms_epilepsy,26170,1250233,2.093209826
9fcabfc2-faee-4d32-8096-aad08a5c1a8f,lag_hcc_161,22785,1250233,1.822460293
9fcabfc2-faee-4d32-8096-aad08a5c1a8f,lag_cms_opioid_use_disorder_oud,19148,1250233,1.531554518
9fcabfc2-faee-4d32-8096-aad08a5c1a8f,lag_hcc_57,15365,1250233,1.22897092
9fcabfc2-faee-4d32-8096-aad08a5c1a8f,state_Arkansas,14573,1250233,1.165622728
9fcabfc2-faee-4d32-8096-aad08a5c1a8f,lag_cms_cancer_lung,12349,1250233,0.987735886
9fcabfc2-faee-4d32-8096-aad08a5c1a8f,lag_cond_schizophrenia,11175,1250233,0.8938333895
9fcabfc2-faee-4d32-8096-aad08a5c1a8f,state_New Mexico,8576,1250233,0.6859521385
9fcabfc2-faee-4d32-8096-aad08a5c1a8f,lag_cms_spinal_cord_injury,8306,1250233,0.664356164
9fcabfc2-faee-4d32-8096-aad08a5c1a8f,lag_cms_human_immunodeficiency_virus_and_or_acquired_immunodeficiency_syndrome_hiv_aids,3778,1250233,0.302183673
9fcabfc2-faee-4d32-8096-aad08a5c1a8f,lag_cms_spina_bifida_and_other_congenital_anomalies_of_the_nervous_system,2349,1250233,0.1878849782
9fcabfc2-faee-4d32-8096-aad08a5c1a8f,lag_cms_hepatitis_b_chronic,1805,1250233,0.1443730889
9fcabfc2-faee-4d32-8096-aad08a5c1a8f,lag_cond_respiratory_syncytial_virus_infection,1803,1250233,0.1442131187
9fcabfc2-faee-4d32-8096-aad08a5c1a8f,lag_hcc_60,866,1250233,0.06926708861
9fcabfc2-faee-4d32-8096-aad08a5c1a8f,lag_cms_muscular_dystrophy,723,1250233,0.05782922063
9fcabfc2-faee-4d32-8096-aad08a5c1a8f,lag_hcc_73,558,1250233,0.04463168065
9fcabfc2-faee-4d32-8096-aad08a5c1a8f,lag_cms_hepatitis_c_acute,233,1250233,0.01863652615
9fcabfc2-faee-4d32-8096-aad08a5c1a8f,lag_hcc_110,177,1250233,0.01415736107
9fcabfc2-faee-4d32-8096-aad08a5c1a8f,lag_cond_stem_cell_transplantation,1336,1250233,0.1068600813
9fcabfc2-faee-4d32-8096-aad08a5c1a8f,lag_cond_colorectal_cancer,10375,1250233,0.8298453168
9fcabfc2-faee-4d32-8096-aad08a5c1a8f,state_Maine,6213,1250233,0.496947369
9fcabfc2-faee-4d32-8096-aad08a5c1a8f,lag_cms_hepatitis_c_chronic,4150,1250233,0.3319381267
9fcabfc2-faee-4d32-8096-aad08a5c1a8f,lag_cond_cytomegalovirus_infection,674,1250233,0.05390995119
9fcabfc2-faee-4d32-8096-aad08a5c1a8f,lag_cms_hepatitis_c_unspecified,3062,1250233,0.244914348
9fcabfc2-faee-4d32-8096-aad08a5c1a8f,lag_hcc_173,2419,1250233,0.1934839346
